,best_f1,best_c,best_depth,var_smoothing,clf,time,max_features,min_dfs,max_dfs,ngram_ranges
44,0.38128143204949333,-1.0,-1.0,-1.0,nb,0.07591669999965234,10000.0,1.0,0.68,"(2, 3)"
45,0.5198537457519917,0.2782559402207126,-1.0,-1.0,logreg,17.020709200000056,10000.0,1.0,0.68,"(1, 3)"
46,0.5190961925873159,0.04641588833612782,-1.0,-1.0,svm,43.67196749999994,10000.0,1.0,0.68,"(1, 3)"
47,0.5440437745741101,-1.0,-1.0,-1.0,nb,0.11544069999990825,10000.0,1.0,0.68,"(1, 3)"
48,0.49849459965791343,0.2782559402207126,-1.0,-1.0,logreg,15.718447900000228,10000.0,2.0,0.9,"(1, 1)"
49,0.4971659216230734,0.04641588833612782,-1.0,-1.0,svm,59.48971160000019,10000.0,2.0,0.9,"(1, 1)"
50,0.5062085252408034,-1.0,-1.0,-1.0,nb,0.10269629999993413,10000.0,2.0,0.9,"(1, 1)"
51,0.5219836564441008,0.2782559402207126,-1.0,-1.0,logreg,16.076614900000095,10000.0,2.0,0.9,"(1, 2)"
52,0.521789710370175,0.04641588833612782,-1.0,-1.0,svm,42.34763619999967,10000.0,2.0,0.9,"(1, 2)"
53,0.5442741931467524,-1.0,-1.0,-1.0,nb,0.10784659999990254,10000.0,2.0,0.9,"(1, 2)"
54,0.41090508508688234,0.2782559402207126,-1.0,-1.0,logreg,10.618407299999944,10000.0,2.0,0.9,"(2, 3)"
55,0.41292767225524035,0.007742636826811269,-1.0,-1.0,svm,20.239805599999727,10000.0,2.0,0.9,"(2, 3)"
56,0.3810732064813161,-1.0,-1.0,-1.0,nb,0.0763001999998778,10000.0,2.0,0.9,"(2, 3)"
57,0.5183997800268986,0.2782559402207126,-1.0,-1.0,logreg,16.35489839999991,10000.0,2.0,0.9,"(1, 3)"
58,0.5197212548270493,0.04641588833612782,-1.0,-1.0,svm,42.8420243999999,10000.0,2.0,0.9,"(1, 3)"
59,0.5439842511146378,-1.0,-1.0,-1.0,nb,0.1097341999998207,10000.0,2.0,0.9,"(1, 3)"
60,0.49853149478479886,0.2782559402207126,-1.0,-1.0,logreg,15.73303229999965,10000.0,2.0,0.8,"(1, 1)"
61,0.49585038683409594,0.04641588833612782,-1.0,-1.0,svm,58.27524379999977,10000.0,2.0,0.8,"(1, 1)"
62,0.5064934807457343,-1.0,-1.0,-1.0,nb,0.10915710000017498,10000.0,2.0,0.8,"(1, 1)"
63,0.5210667930302033,0.2782559402207126,-1.0,-1.0,logreg,17.591092000000117,10000.0,2.0,0.8,"(1, 2)"
64,0.5172438860308116,0.04641588833612782,-1.0,-1.0,svm,42.56899269999985,10000.0,2.0,0.8,"(1, 2)"
65,0.5462474839920223,-1.0,-1.0,-1.0,nb,0.11620859999993627,10000.0,2.0,0.8,"(1, 2)"
66,0.40252624052389524,0.2782559402207126,-1.0,-1.0,logreg,10.921223899999859,10000.0,2.0,0.8,"(2, 3)"
67,0.40278586734521993,0.04641588833612782,-1.0,-1.0,svm,20.371541799999704,10000.0,2.0,0.8,"(2, 3)"
68,0.36615986937810596,-1.0,-1.0,-1.0,nb,0.07575110000016139,10000.0,2.0,0.8,"(2, 3)"
69,0.5223737043070049,0.2782559402207126,-1.0,-1.0,logreg,16.754409900000155,10000.0,2.0,0.8,"(1, 3)"
70,0.5214288678121847,0.04641588833612782,-1.0,-1.0,svm,48.101217700000234,10000.0,2.0,0.8,"(1, 3)"
71,0.5423307237341527,-1.0,-1.0,-1.0,nb,0.10680450000018027,10000.0,2.0,0.8,"(1, 3)"
72,0.4986001972458836,0.2782559402207126,-1.0,-1.0,logreg,16.3922021999997,10000.0,2.0,0.75,"(1, 1)"
73,0.49823158404864837,0.04641588833612782,-1.0,-1.0,svm,58.465938599999845,10000.0,2.0,0.75,"(1, 1)"
74,0.5101599736563946,-1.0,-1.0,-1.0,nb,0.10310540000000401,10000.0,2.0,0.75,"(1, 1)"
75,0.5243154506159222,0.2782559402207126,-1.0,-1.0,logreg,18.92988809999997,10000.0,2.0,0.75,"(1, 2)"
76,0.5206178400704711,0.04641588833612782,-1.0,-1.0,svm,45.06853369999999,10000.0,2.0,0.75,"(1, 2)"
77,0.5487285498333266,-1.0,-1.0,-1.0,nb,0.11220339999999851,10000.0,2.0,0.75,"(1, 2)"
78,0.39914585215662207,0.2782559402207126,-1.0,-1.0,logreg,10.771156300000257,10000.0,2.0,0.75,"(2, 3)"
79,0.4016308504184926,0.007742636826811269,-1.0,-1.0,svm,20.561496600000282,10000.0,2.0,0.75,"(2, 3)"
80,0.36801949374625453,-1.0,-1.0,-1.0,nb,0.07438840000031632,10000.0,2.0,0.75,"(2, 3)"
81,0.5177527781797926,0.2782559402207126,-1.0,-1.0,logreg,17.082292300000063,10000.0,2.0,0.75,"(1, 3)"
82,0.5168738820040119,0.04641588833612782,-1.0,-1.0,svm,46.92637650000006,10000.0,2.0,0.75,"(1, 3)"
83,0.5377679506316011,-1.0,-1.0,-1.0,nb,0.11132550000002084,10000.0,2.0,0.75,"(1, 3)"
84,0.5025292888346478,0.2782559402207126,-1.0,-1.0,logreg,16.17896550000023,10000.0,2.0,0.68,"(1, 1)"
85,0.50240557696712,0.04641588833612782,-1.0,-1.0,svm,56.39213259999997,10000.0,2.0,0.68,"(1, 1)"
86,0.5120157109950911,-1.0,-1.0,-1.0,nb,0.10155940000004193,10000.0,2.0,0.68,"(1, 1)"
87,0.519898109801927,0.2782559402207126,-1.0,-1.0,logreg,16.623480400000517,10000.0,2.0,0.68,"(1, 2)"
88,0.5207814774850964,0.04641588833612782,-1.0,-1.0,svm,42.59796019999976,10000.0,2.0,0.68,"(1, 2)"
89,0.5451065206971359,-1.0,-1.0,-1.0,nb,0.10716509999929258,10000.0,2.0,0.68,"(1, 2)"
90,0.4072232601110982,0.2782559402207126,-1.0,-1.0,logreg,12.459599300000264,10000.0,2.0,0.68,"(2, 3)"
91,0.4064021607881679,0.007742636826811269,-1.0,-1.0,svm,20.52724500000022,10000.0,2.0,0.68,"(2, 3)"
92,0.3798803382109675,-1.0,-1.0,-1.0,nb,0.07540810000045894,10000.0,2.0,0.68,"(2, 3)"
93,0.5131039314199917,1.6681005372000592,-1.0,-1.0,logreg,16.91724450000038,10000.0,2.0,0.68,"(1, 3)"
94,0.5132028058873198,0.04641588833612782,-1.0,-1.0,svm,45.71979749999991,10000.0,2.0,0.68,"(1, 3)"
95,0.5376839680765941,-1.0,-1.0,-1.0,nb,0.11003859999982524,10000.0,2.0,0.68,"(1, 3)"
96,0.5023164893983185,0.2782559402207126,-1.0,-1.0,logreg,15.967024600000514,10000.0,3.0,0.9,"(1, 1)"
97,0.5014571198355141,0.04641588833612782,-1.0,-1.0,svm,58.06875980000041,10000.0,3.0,0.9,"(1, 1)"
98,0.5161235874465266,-1.0,-1.0,-1.0,nb,0.10569240000040736,10000.0,3.0,0.9,"(1, 1)"
99,0.515254764647239,1.6681005372000592,-1.0,-1.0,logreg,17.32638710000083,10000.0,3.0,0.9,"(1, 2)"
100,0.513413588241268,0.04641588833612782,-1.0,-1.0,svm,47.61614300000019,10000.0,3.0,0.9,"(1, 2)"
101,0.5405601932266793,-1.0,-1.0,-1.0,nb,0.1155269999999291,10000.0,3.0,0.9,"(1, 2)"
102,0.40742318115953224,0.2782559402207126,-1.0,-1.0,logreg,11.28670449999936,10000.0,3.0,0.9,"(2, 3)"
103,0.4064814593780629,0.007742636826811269,-1.0,-1.0,svm,20.737071800000194,10000.0,3.0,0.9,"(2, 3)"
104,0.374998316733825,-1.0,-1.0,-1.0,nb,0.08249849999992875,10000.0,3.0,0.9,"(2, 3)"
105,0.5154546361204136,0.2782559402207126,-1.0,-1.0,logreg,17.204296900000372,10000.0,3.0,0.9,"(1, 3)"
106,0.5096558297470438,0.04641588833612782,-1.0,-1.0,svm,54.616879000000154,10000.0,3.0,0.9,"(1, 3)"
107,0.5440797008765271,-1.0,-1.0,-1.0,nb,0.10586669999975129,10000.0,3.0,0.9,"(1, 3)"
108,0.4990672498688168,0.2782559402207126,-1.0,-1.0,logreg,15.86177299999963,10000.0,3.0,0.8,"(1, 1)"
109,0.4983124947597042,0.04641588833612782,-1.0,-1.0,svm,56.7656035,10000.0,3.0,0.8,"(1, 1)"
110,0.5138825498545857,-1.0,-1.0,-1.0,nb,0.09966119999990042,10000.0,3.0,0.8,"(1, 1)"
111,0.5206251385142594,1.6681005372000592,-1.0,-1.0,logreg,16.261275800000476,10000.0,3.0,0.8,"(1, 2)"
112,0.5198986781993491,0.04641588833612782,-1.0,-1.0,svm,41.49277720000009,10000.0,3.0,0.8,"(1, 2)"
113,0.542883130575132,-1.0,-1.0,-1.0,nb,0.10598019999997632,10000.0,3.0,0.8,"(1, 2)"
114,0.4116839750916007,0.2782559402207126,-1.0,-1.0,logreg,11.030443399999967,10000.0,3.0,0.8,"(2, 3)"
115,0.40903920678161815,0.007742636826811269,-1.0,-1.0,svm,20.303567699999803,10000.0,3.0,0.8,"(2, 3)"
116,0.3745583111138148,-1.0,-1.0,-1.0,nb,0.07250380000004952,10000.0,3.0,0.8,"(2, 3)"
117,0.5202731838873899,0.2782559402207126,-1.0,-1.0,logreg,18.02030879999984,10000.0,3.0,0.8,"(1, 3)"
118,0.5197517228126596,0.04641588833612782,-1.0,-1.0,svm,44.05545429999984,10000.0,3.0,0.8,"(1, 3)"
119,0.5440736832110129,-1.0,-1.0,-1.0,nb,0.1106006999998499,10000.0,3.0,0.8,"(1, 3)"
120,0.4938349689859125,0.2782559402207126,-1.0,-1.0,logreg,16.99750909999966,10000.0,3.0,0.75,"(1, 1)"
121,0.49265678282006425,0.04641588833612782,-1.0,-1.0,svm,61.57763960000011,10000.0,3.0,0.75,"(1, 1)"
122,0.5132326265506121,-1.0,-1.0,-1.0,nb,0.09832989999995334,10000.0,3.0,0.75,"(1, 1)"
123,0.5167055778765923,0.2782559402207126,-1.0,-1.0,logreg,17.064636600000085,10000.0,3.0,0.75,"(1, 2)"
124,0.5139376732254854,0.04641588833612782,-1.0,-1.0,svm,42.98100590000013,10000.0,3.0,0.75,"(1, 2)"
125,0.545363090346878,-1.0,-1.0,-1.0,nb,0.10579049999978452,10000.0,3.0,0.75,"(1, 2)"
126,0.40668278837018307,0.2782559402207126,-1.0,-1.0,logreg,10.680749099999957,10000.0,3.0,0.75,"(2, 3)"
127,0.40555121427294677,0.007742636826811269,-1.0,-1.0,svm,19.32630960000006,10000.0,3.0,0.75,"(2, 3)"
128,0.37514849683251245,-1.0,-1.0,-1.0,nb,0.07334679999985383,10000.0,3.0,0.75,"(2, 3)"
129,0.513103300715054,0.2782559402207126,-1.0,-1.0,logreg,17.30630299999939,10000.0,3.0,0.75,"(1, 3)"
130,0.5133201314465733,0.04641588833612782,-1.0,-1.0,svm,44.485525099999904,10000.0,3.0,0.75,"(1, 3)"
131,0.5353475878296976,-1.0,-1.0,-1.0,nb,0.10858360000020184,10000.0,3.0,0.75,"(1, 3)"
132,0.502857283275606,0.2782559402207126,-1.0,-1.0,logreg,15.48698559999957,10000.0,3.0,0.68,"(1, 1)"
133,0.5041604614655959,0.04641588833612782,-1.0,-1.0,svm,58.80211280000003,10000.0,3.0,0.68,"(1, 1)"
134,0.518888976728466,-1.0,-1.0,-1.0,nb,0.09977280000020983,10000.0,3.0,0.68,"(1, 1)"
135,0.5178223610974433,0.2782559402207126,-1.0,-1.0,logreg,16.93771250000009,10000.0,3.0,0.68,"(1, 2)"
136,0.5159041459996978,0.04641588833612782,-1.0,-1.0,svm,42.93780180000067,10000.0,3.0,0.68,"(1, 2)"
137,0.5394820455634683,-1.0,-1.0,-1.0,nb,0.11147509999955219,10000.0,3.0,0.68,"(1, 2)"
138,0.4113218701244312,0.2782559402207126,-1.0,-1.0,logreg,10.699794300000576,10000.0,3.0,0.68,"(2, 3)"
139,0.4092268503695807,0.007742636826811269,-1.0,-1.0,svm,20.54907000000003,10000.0,3.0,0.68,"(2, 3)"
140,0.3765226169258919,-1.0,-1.0,-1.0,nb,0.07232320000002801,10000.0,3.0,0.68,"(2, 3)"
141,0.5153445803911854,0.2782559402207126,-1.0,-1.0,logreg,16.912298300000657,10000.0,3.0,0.68,"(1, 3)"
142,0.5148232155767446,0.04641588833612782,-1.0,-1.0,svm,42.87679790000038,10000.0,3.0,0.68,"(1, 3)"
143,0.5370329540225252,-1.0,-1.0,-1.0,nb,0.11484759999984817,10000.0,3.0,0.68,"(1, 3)"
144,0.4926785778124209,0.2782559402207126,-1.0,-1.0,logreg,15.358322099999896,10000.0,4.0,0.9,"(1, 1)"
145,0.4935504442029724,0.04641588833612782,-1.0,-1.0,svm,59.41245489999983,10000.0,4.0,0.9,"(1, 1)"
146,0.5140874866712875,-1.0,-1.0,-1.0,nb,0.09849780000058672,10000.0,4.0,0.9,"(1, 1)"
147,0.5182843775593816,0.2782559402207126,-1.0,-1.0,logreg,16.950661400000172,10000.0,4.0,0.9,"(1, 2)"
148,0.5172265890075001,0.04641588833612782,-1.0,-1.0,svm,42.266194599999835,10000.0,4.0,0.9,"(1, 2)"
149,0.5454899303109783,-1.0,-1.0,-1.0,nb,0.11128020000069228,10000.0,4.0,0.9,"(1, 2)"
150,0.4036849271152395,0.2782559402207126,-1.0,-1.0,logreg,10.7676234999999,10000.0,4.0,0.9,"(2, 3)"
151,0.40393259590111397,0.007742636826811269,-1.0,-1.0,svm,19.876645800000006,10000.0,4.0,0.9,"(2, 3)"
152,0.3718104120168152,-1.0,-1.0,-1.0,nb,0.07510009999987233,10000.0,4.0,0.9,"(2, 3)"
153,0.5169699153328076,0.2782559402207126,-1.0,-1.0,logreg,17.104565300000104,10000.0,4.0,0.9,"(1, 3)"
154,0.5172119117949914,0.04641588833612782,-1.0,-1.0,svm,42.722204699999565,10000.0,4.0,0.9,"(1, 3)"
155,0.5411578444376035,-1.0,-1.0,-1.0,nb,0.10674350000044797,10000.0,4.0,0.9,"(1, 3)"
156,0.4979443363643095,0.2782559402207126,-1.0,-1.0,logreg,14.871977400000105,10000.0,4.0,0.8,"(1, 1)"
157,0.49629985407814203,0.04641588833612782,-1.0,-1.0,svm,61.46476200000052,10000.0,4.0,0.8,"(1, 1)"
158,0.5098584764675624,-1.0,-1.0,-1.0,nb,0.09863210000003164,10000.0,4.0,0.8,"(1, 1)"
159,0.516941912752076,0.2782559402207126,-1.0,-1.0,logreg,16.100128299999596,10000.0,4.0,0.8,"(1, 2)"
160,0.5170777858635006,0.04641588833612782,-1.0,-1.0,svm,42.65756099999999,10000.0,4.0,0.8,"(1, 2)"
161,0.5464308678981482,-1.0,-1.0,-1.0,nb,0.10746310000013182,10000.0,4.0,0.8,"(1, 2)"
162,0.4090902248443462,0.2782559402207126,-1.0,-1.0,logreg,10.27434059999996,10000.0,4.0,0.8,"(2, 3)"
163,0.41187726555757953,0.007742636826811269,-1.0,-1.0,svm,19.758346300000085,10000.0,4.0,0.8,"(2, 3)"
164,0.37911472123155593,-1.0,-1.0,-1.0,nb,0.07362140000077488,10000.0,4.0,0.8,"(2, 3)"
165,0.5147594548149252,0.2782559402207126,-1.0,-1.0,logreg,16.803212199999507,10000.0,4.0,0.8,"(1, 3)"
166,0.5129458274473166,0.04641588833612782,-1.0,-1.0,svm,42.92462500000056,10000.0,4.0,0.8,"(1, 3)"
167,0.5428755352501407,-1.0,-1.0,-1.0,nb,0.11083059999964462,10000.0,4.0,0.8,"(1, 3)"
168,0.500436660781798,0.2782559402207126,-1.0,-1.0,logreg,14.91978889999973,10000.0,4.0,0.75,"(1, 1)"
169,0.5000879622570615,0.04641588833612782,-1.0,-1.0,svm,58.907926699999734,10000.0,4.0,0.75,"(1, 1)"
170,0.5193484358666707,-1.0,-1.0,-1.0,nb,0.09774859999924956,10000.0,4.0,0.75,"(1, 1)"
171,0.5195384501395466,0.2782559402207126,-1.0,-1.0,logreg,16.759885899999972,10000.0,4.0,0.75,"(1, 2)"
172,0.5207966101746166,0.04641588833612782,-1.0,-1.0,svm,42.667708899999525,10000.0,4.0,0.75,"(1, 2)"
173,0.5458759051609102,-1.0,-1.0,-1.0,nb,0.10314809999999852,10000.0,4.0,0.75,"(1, 2)"
174,0.40581704500444565,0.2782559402207126,-1.0,-1.0,logreg,10.764979399999902,10000.0,4.0,0.75,"(2, 3)"
175,0.4047669758398106,0.007742636826811269,-1.0,-1.0,svm,20.041468100000202,10000.0,4.0,0.75,"(2, 3)"
176,0.36958232836713656,-1.0,-1.0,-1.0,nb,0.07300440000017261,10000.0,4.0,0.75,"(2, 3)"
177,0.5169655351695195,0.2782559402207126,-1.0,-1.0,logreg,16.940962300000137,10000.0,4.0,0.75,"(1, 3)"
178,0.5168798230312561,0.04641588833612782,-1.0,-1.0,svm,44.23846589999994,10000.0,4.0,0.75,"(1, 3)"
179,0.538792922076371,-1.0,-1.0,-1.0,nb,0.10440970000036032,10000.0,4.0,0.75,"(1, 3)"
180,0.4904974586659764,0.2782559402207126,-1.0,-1.0,logreg,15.067898199999945,10000.0,4.0,0.68,"(1, 1)"
181,0.4900127605284478,0.04641588833612782,-1.0,-1.0,svm,56.48445710000033,10000.0,4.0,0.68,"(1, 1)"
182,0.5085579225006425,-1.0,-1.0,-1.0,nb,0.09849780000058672,10000.0,4.0,0.68,"(1, 1)"
183,0.5163899582889522,1.6681005372000592,-1.0,-1.0,logreg,16.572857000000113,10000.0,4.0,0.68,"(1, 2)"
184,0.5167966016865903,0.04641588833612782,-1.0,-1.0,svm,41.72568659999979,10000.0,4.0,0.68,"(1, 2)"
185,0.5423108971207709,-1.0,-1.0,-1.0,nb,0.10557519999929355,10000.0,4.0,0.68,"(1, 2)"
186,0.4060340144940473,0.2782559402207126,-1.0,-1.0,logreg,11.605798700000378,10000.0,4.0,0.68,"(2, 3)"
187,0.40382951844024867,0.007742636826811269,-1.0,-1.0,svm,19.680349099999148,10000.0,4.0,0.68,"(2, 3)"
188,0.3753161517658555,-1.0,-1.0,-1.0,nb,0.07362620000003517,10000.0,4.0,0.68,"(2, 3)"
189,0.5198497117525418,0.2782559402207126,-1.0,-1.0,logreg,17.693103399999927,10000.0,4.0,0.68,"(1, 3)"
190,0.5197263765625539,0.04641588833612782,-1.0,-1.0,svm,42.25284600000032,10000.0,4.0,0.68,"(1, 3)"
191,0.5372017314272373,-1.0,-1.0,-1.0,nb,0.10578510000050301,10000.0,4.0,0.68,"(1, 3)"
192,0.48946020049380967,0.2782559402207126,-1.0,-1.0,logreg,13.9144924000002,10000.0,5.0,0.9,"(1, 1)"
193,0.486955116064889,0.007742636826811269,-1.0,-1.0,svm,58.227511900000536,10000.0,5.0,0.9,"(1, 1)"
194,0.5090973225762597,-1.0,-1.0,-1.0,nb,0.09614239999973506,10000.0,5.0,0.9,"(1, 1)"
195,0.5184126522354211,0.2782559402207126,-1.0,-1.0,logreg,16.22849309999947,10000.0,5.0,0.9,"(1, 2)"
196,0.5178507780142729,0.04641588833612782,-1.0,-1.0,svm,41.61147239999991,10000.0,5.0,0.9,"(1, 2)"
197,0.5431574388935192,-1.0,-1.0,-1.0,nb,0.10470650000024762,10000.0,5.0,0.9,"(1, 2)"
198,0.40918146492166424,0.2782559402207126,-1.0,-1.0,logreg,10.230225600000267,10000.0,5.0,0.9,"(2, 3)"
199,0.4063304778077771,0.007742636826811269,-1.0,-1.0,svm,18.657457299999805,10000.0,5.0,0.9,"(2, 3)"
200,0.3822614158859835,-1.0,-1.0,-1.0,nb,0.07412199999998847,10000.0,5.0,0.9,"(2, 3)"
201,0.5222348540006584,0.2782559402207126,-1.0,-1.0,logreg,16.04564279999977,10000.0,5.0,0.9,"(1, 3)"
202,0.5205448819033269,0.04641588833612782,-1.0,-1.0,svm,42.93199379999896,10000.0,5.0,0.9,"(1, 3)"
203,0.5425687295907178,-1.0,-1.0,-1.0,nb,0.10777070000040112,10000.0,5.0,0.9,"(1, 3)"
204,0.4881717931270921,0.2782559402207126,-1.0,-1.0,logreg,13.95107310000094,10000.0,5.0,0.8,"(1, 1)"
205,0.4867330748821951,0.04641588833612782,-1.0,-1.0,svm,54.79216830000041,10000.0,5.0,0.8,"(1, 1)"
206,0.5091368082210045,-1.0,-1.0,-1.0,nb,0.10260679999919375,10000.0,5.0,0.8,"(1, 1)"
207,0.5209310094786249,0.2782559402207126,-1.0,-1.0,logreg,15.88403870000002,10000.0,5.0,0.8,"(1, 2)"
208,0.5216055901998766,0.04641588833612782,-1.0,-1.0,svm,40.67388849999952,10000.0,5.0,0.8,"(1, 2)"
209,0.5414754908628824,-1.0,-1.0,-1.0,nb,0.10487869999997201,10000.0,5.0,0.8,"(1, 2)"
210,0.41270059858265623,0.2782559402207126,-1.0,-1.0,logreg,10.170451500000127,10000.0,5.0,0.8,"(2, 3)"
211,0.4091200134166004,0.007742636826811269,-1.0,-1.0,svm,20.27591250000114,10000.0,5.0,0.8,"(2, 3)"
212,0.3750539366223629,-1.0,-1.0,-1.0,nb,0.07360530000005383,10000.0,5.0,0.8,"(2, 3)"
213,0.5143070328390167,0.2782559402207126,-1.0,-1.0,logreg,15.817060199999105,10000.0,5.0,0.8,"(1, 3)"
214,0.5149769977976495,0.04641588833612782,-1.0,-1.0,svm,40.93267030000061,10000.0,5.0,0.8,"(1, 3)"
215,0.5423393708770659,-1.0,-1.0,-1.0,nb,0.10367409999889787,10000.0,5.0,0.8,"(1, 3)"
216,0.4974907932642303,0.2782559402207126,-1.0,-1.0,logreg,13.844576200001029,10000.0,5.0,0.75,"(1, 1)"
217,0.49562192617991024,0.04641588833612782,-1.0,-1.0,svm,60.37840959999994,10000.0,5.0,0.75,"(1, 1)"
218,0.5128329923945785,-1.0,-1.0,-1.0,nb,0.0977669000003516,10000.0,5.0,0.75,"(1, 1)"
219,0.5217838190256048,0.2782559402207126,-1.0,-1.0,logreg,16.00546519999989,10000.0,5.0,0.75,"(1, 2)"
220,0.5197720777168657,0.04641588833612782,-1.0,-1.0,svm,41.57737470000029,10000.0,5.0,0.75,"(1, 2)"
221,0.542335249863394,-1.0,-1.0,-1.0,nb,0.10411469999962719,10000.0,5.0,0.75,"(1, 2)"
